ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
461917.0,Female,,86.0,Yes,Healthcare,8.0,Low,3.0,Cat_6,C
460284.0,Female,Yes,37.0,Yes,Executive,0.0,Low,4.0,Cat_6,B
461775.0,Male,No,35.0,No,Artist,1.0,High,4.0,Cat_6,B
465899.0,Female,Yes,40.0,Yes,Artist,1.0,Low,4.0,Cat_7,D
460493.0,Female,Yes,40.0,No,Artist,2.0,Average,2.0,Cat_6,C
464550.0,Female,Yes,18.0,No,Artist,8.0,Low,2.0,Cat_3,D
462273.0,Male,Yes,51.0,No,Artist,0.0,Low,4.0,Cat_6,D
464678.0,Female,No,70.0,Yes,Artist,0.0,Low,2.0,Cat_1,C
464905.0,Male,No,62.0,Yes,Healthcare,1.0,High,6.0,Cat_6,D
461774.0,Male,Yes,57.0,No,Artist,1.0,Low,3.0,Cat_6,C
466329.0,Male,Yes,65.0,Yes,Artist,,Low,4.0,Cat_4,D
460121.0,Male,No,53.0,Yes,Lawyer,13.0,Low,4.0,Cat_6,D
461119.0,Female,Yes,51.0,Yes,,,Average,2.0,Cat_6,A
467343.0,Female,Yes,22.0,Yes,Doctor,1.0,High,7.0,Cat_6,A
466363.0,Male,Yes,53.0,Yes,Artist,0.0,Average,4.0,Cat_6,D
467126.0,Male,Yes,27.0,Yes,Executive,4.0,High,5.0,Cat_3,A
460102.0,Female,Yes,61.0,Yes,Artist,4.0,Average,1.0,Cat_6,A
462736.0,Female,Yes,32.0,No,Healthcare,0.0,High,3.0,Cat_7,D
461861.0,Male,No,70.0,No,Artist,0.0,Low,4.0,Cat_3,B
463063.0,Male,,53.0,Yes,Artist,1.0,Low,1.0,Cat_6,D
460611.0,Male,Yes,51.0,No,Healthcare,8.0,Low,3.0,Cat_4,B
464458.0,Female,No,22.0,Yes,Entertainment,,Average,3.0,Cat_6,D
459127.0,Male,Yes,40.0,No,Doctor,0.0,Low,2.0,Cat_6,C
467700.0,Female,No,36.0,Yes,Artist,0.0,Low,,Cat_4,D
465841.0,Female,Yes,37.0,Yes,Artist,,Low,3.0,Cat_6,B
466557.0,Male,Yes,35.0,Yes,Entertainment,1.0,Low,1.0,Cat_6,B
461473.0,Male,No,29.0,Yes,Artist,1.0,Low,2.0,Cat_4,B
463452.0,Male,No,42.0,Yes,Healthcare,,Average,2.0,Cat_6,C
466803.0,Male,No,52.0,Yes,Artist,,Low,2.0,Cat_3,D
463164.0,Female,Yes,48.0,Yes,Artist,1.0,Low,2.0,Cat_6,C
463616.0,Male,No,25.0,Yes,Marketing,0.0,Low,2.0,Cat_3,A
461866.0,Male,No,53.0,No,Homemaker,1.0,High,2.0,Cat_6,D
462627.0,Male,No,71.0,No,Marketing,0.0,Low,4.0,Cat_6,B
460763.0,Female,Yes,74.0,No,Homemaker,5.0,Low,1.0,Cat_4,D
467934.0,Female,Yes,19.0,Yes,Healthcare,1.0,Average,2.0,,C
467696.0,Male,No,47.0,Yes,Artist,0.0,Average,3.0,Cat_4,C
459097.0,Male,Yes,35.0,Yes,Executive,0.0,Average,4.0,Cat_6,B
461493.0,Male,Yes,43.0,Yes,Healthcare,4.0,Low,2.0,Cat_6,D
467568.0,Female,Yes,59.0,No,Artist,0.0,High,3.0,Cat_3,B
461791.0,Male,No,47.0,Yes,Lawyer,,Average,1.0,Cat_1,A
465246.0,Female,No,33.0,No,Homemaker,4.0,High,,Cat_6,D
466104.0,Male,Yes,51.0,Yes,Homemaker,2.0,Average,5.0,Cat_6,B
460496.0,Female,Yes,39.0,Yes,Doctor,7.0,Average,1.0,Cat_6,C
459911.0,Male,No,28.0,Yes,Artist,0.0,Low,1.0,Cat_6,C
461894.0,Male,Yes,36.0,Yes,Artist,0.0,Low,1.0,Cat_6,B
466434.0,Female,No,38.0,No,Artist,3.0,Average,,Cat_6,C
464663.0,Male,Yes,35.0,Yes,Entertainment,,Low,3.0,Cat_4,B
461614.0,Female,Yes,23.0,No,Healthcare,4.0,Average,4.0,Cat_4,A
463509.0,Female,Yes,77.0,No,Entertainment,1.0,Average,4.0,Cat_6,A
460289.0,Female,Yes,31.0,Yes,Entertainment,1.0,Low,1.0,Cat_3,C
463819.0,Male,Yes,37.0,Yes,Doctor,0.0,Low,7.0,Cat_6,D
462499.0,Male,Yes,87.0,Yes,Artist,14.0,Low,2.0,Cat_6,A
459303.0,Female,No,46.0,Yes,Entertainment,3.0,Average,1.0,Cat_2,D
461964.0,Female,Yes,66.0,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
467877.0,Male,Yes,45.0,No,Healthcare,0.0,Low,4.0,Cat_6,C
467525.0,Male,No,21.0,Yes,Lawyer,3.0,Low,3.0,Cat_4,D
464786.0,Male,No,28.0,No,Lawyer,0.0,Average,4.0,Cat_7,C
460325.0,Male,No,37.0,Yes,Executive,1.0,Average,4.0,Cat_6,A
459215.0,Male,No,20.0,Yes,Lawyer,0.0,Low,,Cat_6,D
467136.0,Male,Yes,37.0,Yes,Artist,1.0,Average,3.0,Cat_6,C
467693.0,Male,No,59.0,No,Artist,1.0,Low,1.0,Cat_6,B
462958.0,Male,No,37.0,Yes,Artist,0.0,Average,3.0,Cat_6,A
459317.0,Male,,48.0,Yes,Doctor,0.0,Average,2.0,Cat_6,B
464651.0,Female,No,42.0,Yes,Healthcare,1.0,Low,2.0,Cat_7,C
466480.0,Female,No,46.0,No,Entertainment,0.0,Average,2.0,Cat_7,B
462254.0,Female,No,29.0,No,Artist,0.0,Low,4.0,Cat_6,D
466600.0,Female,No,59.0,Yes,Artist,0.0,Average,5.0,Cat_6,D
462287.0,Male,No,23.0,Yes,Artist,3.0,High,3.0,Cat_6,C
459772.0,Male,Yes,39.0,Yes,Lawyer,0.0,Low,2.0,Cat_6,A
467895.0,Male,Yes,59.0,Yes,Healthcare,0.0,Low,1.0,Cat_6,C
460529.0,Male,Yes,62.0,No,Doctor,0.0,Low,2.0,Cat_6,A
459759.0,Female,Yes,43.0,No,Healthcare,1.0,Low,2.0,Cat_6,D
467544.0,Male,No,48.0,No,Artist,1.0,Low,4.0,Cat_6,A
460955.0,Female,Yes,68.0,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
464391.0,Male,No,49.0,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
462917.0,Female,No,51.0,Yes,Doctor,1.0,Low,3.0,Cat_6,B
466976.0,Female,No,67.0,Yes,Lawyer,0.0,Low,4.0,Cat_7,A
465653.0,Female,No,72.0,Yes,Entertainment,2.0,Average,6.0,Cat_6,B
461253.0,Female,No,29.0,No,Entertainment,1.0,Low,2.0,Cat_6,C
462584.0,Male,Yes,51.0,Yes,Lawyer,1.0,Low,4.0,Cat_3,C
465207.0,Male,No,71.0,Yes,Entertainment,0.0,Low,,Cat_4,A
465927.0,Female,Yes,32.0,No,Doctor,1.0,Average,3.0,Cat_6,C
464925.0,Male,Yes,18.0,No,Lawyer,1.0,High,3.0,Cat_4,D
465035.0,Female,Yes,22.0,Yes,Marketing,1.0,Low,7.0,Cat_5,B
460372.0,Male,Yes,32.0,Yes,Artist,12.0,Average,1.0,Cat_3,C
466293.0,Male,Yes,40.0,No,Entertainment,2.0,High,2.0,Cat_6,C
466383.0,Male,No,36.0,Yes,Marketing,0.0,Average,1.0,Cat_6,A
465247.0,Male,No,37.0,No,Healthcare,0.0,Low,5.0,Cat_6,A
460836.0,Male,Yes,57.0,No,Healthcare,0.0,Average,5.0,Cat_6,D
466798.0,Male,Yes,20.0,Yes,Healthcare,0.0,Low,,Cat_6,C
465388.0,Female,No,19.0,Yes,Artist,11.0,Low,4.0,Cat_6,A
461382.0,Female,Yes,61.0,No,Artist,1.0,High,6.0,Cat_4,B
462060.0,Female,No,25.0,No,Doctor,8.0,High,1.0,,B
460565.0,Male,Yes,39.0,Yes,Artist,0.0,Low,4.0,Cat_6,C
463170.0,Female,No,19.0,No,Healthcare,,Low,2.0,Cat_6,A
461929.0,Female,Yes,66.0,Yes,Engineer,0.0,High,3.0,Cat_6,D
467803.0,Female,Yes,31.0,No,Healthcare,1.0,Low,3.0,Cat_2,C
461913.0,Male,No,25.0,Yes,Artist,1.0,Low,3.0,Cat_3,A
460669.0,Male,Yes,35.0,No,Artist,,Low,6.0,Cat_6,D
465357.0,Female,Yes,57.0,Yes,Doctor,0.0,Low,2.0,Cat_3,D
461252.0,Female,Yes,67.0,Yes,Lawyer,,Low,4.0,Cat_6,B
466373.0,Male,Yes,19.0,No,Healthcare,2.0,High,3.0,Cat_2,B
466366.0,Male,No,35.0,Yes,Artist,1.0,Low,3.0,Cat_6,D
466630.0,Male,Yes,36.0,Yes,Doctor,1.0,Low,5.0,Cat_4,A
464618.0,Male,Yes,30.0,Yes,Artist,3.0,Average,3.0,Cat_6,C
467108.0,Female,Yes,39.0,No,Healthcare,0.0,Average,2.0,Cat_6,A
462329.0,Female,Yes,84.0,Yes,Lawyer,1.0,High,2.0,Cat_6,A
466487.0,Male,No,35.0,No,Executive,1.0,Low,1.0,Cat_6,B
466620.0,Female,Yes,87.0,No,Artist,1.0,Low,2.0,Cat_6,B
461079.0,Male,No,48.0,,Executive,8.0,Average,1.0,Cat_6,D
459292.0,Male,No,32.0,No,Artist,8.0,Low,2.0,Cat_6,B
463927.0,Female,Yes,21.0,Yes,Engineer,2.0,Average,4.0,Cat_3,B
462393.0,Male,No,57.0,Yes,Marketing,0.0,Average,3.0,Cat_3,B
462711.0,Male,No,50.0,Yes,Homemaker,0.0,Low,3.0,Cat_6,B
464330.0,Male,Yes,52.0,Yes,Artist,2.0,Low,1.0,Cat_6,D
462332.0,Male,No,25.0,No,Marketing,,Average,2.0,Cat_6,D
460573.0,Male,No,35.0,Yes,Healthcare,1.0,Low,5.0,Cat_3,C
460801.0,Male,Yes,46.0,Yes,Doctor,,High,2.0,Cat_6,C
461842.0,Male,No,47.0,Yes,Artist,0.0,Average,1.0,Cat_6,D
459635.0,Female,No,43.0,No,Entertainment,1.0,Low,1.0,Cat_6,D
462864.0,Male,No,69.0,No,Artist,1.0,Low,4.0,Cat_4,D
465018.0,Female,Yes,23.0,No,Lawyer,0.0,Average,5.0,Cat_6,C
466092.0,Female,No,27.0,No,Entertainment,0.0,Low,3.0,Cat_6,D
460051.0,Female,Yes,25.0,Yes,Artist,0.0,Low,2.0,Cat_7,A
463160.0,Female,No,18.0,Yes,Artist,0.0,Low,2.0,Cat_4,D
466003.0,Female,Yes,20.0,No,Artist,9.0,Average,2.0,Cat_3,B
466974.0,Male,No,27.0,No,Entertainment,1.0,Low,1.0,Cat_3,A
466705.0,Male,No,39.0,Yes,Artist,2.0,Low,2.0,Cat_4,A
464165.0,Female,Yes,49.0,No,Artist,7.0,Low,3.0,Cat_6,D
462891.0,Male,No,36.0,No,Artist,8.0,Low,5.0,Cat_6,D
459180.0,Female,Yes,49.0,No,Engineer,9.0,Low,1.0,Cat_4,A
461933.0,Male,Yes,59.0,No,Entertainment,0.0,Low,3.0,Cat_6,D
467692.0,Male,Yes,60.0,No,Artist,0.0,Average,3.0,Cat_5,A
466832.0,Male,Yes,60.0,Yes,Executive,4.0,High,1.0,Cat_6,C
460449.0,Female,Yes,39.0,Yes,Healthcare,9.0,Average,3.0,Cat_6,C
466024.0,Male,No,65.0,Yes,Healthcare,,Average,2.0,Cat_6,C
461579.0,Male,Yes,35.0,No,Healthcare,3.0,Average,3.0,Cat_6,A
460555.0,Male,Yes,36.0,Yes,Artist,0.0,Low,3.0,Cat_4,B
461351.0,Female,Yes,37.0,Yes,Entertainment,6.0,High,3.0,Cat_6,C
460575.0,Male,Yes,53.0,Yes,Artist,1.0,Low,3.0,Cat_3,A
467160.0,Female,Yes,52.0,Yes,Executive,,Low,3.0,Cat_6,C
467046.0,Male,Yes,49.0,No,Artist,0.0,Low,1.0,Cat_6,C
462707.0,Female,Yes,42.0,No,Lawyer,0.0,Average,1.0,Cat_6,D
464765.0,Male,Yes,38.0,No,Executive,0.0,Low,6.0,Cat_6,A
461151.0,Male,Yes,61.0,No,Doctor,0.0,Low,3.0,Cat_6,B
461645.0,Male,No,36.0,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
466983.0,Male,Yes,37.0,Yes,Artist,9.0,Low,9.0,Cat_6,A
461128.0,Female,No,33.0,Yes,Healthcare,,Average,1.0,Cat_2,D
465472.0,Male,No,66.0,Yes,Artist,2.0,Low,3.0,Cat_6,B
463661.0,Female,No,28.0,Yes,Healthcare,0.0,Average,2.0,Cat_6,A
463964.0,Male,Yes,56.0,No,Lawyer,0.0,Average,2.0,Cat_3,D
461941.0,Male,,49.0,Yes,Healthcare,,Low,2.0,Cat_6,A
460667.0,Male,No,84.0,Yes,Engineer,,Low,5.0,Cat_6,A
465630.0,Male,Yes,31.0,Yes,Artist,0.0,Low,,Cat_4,C
461380.0,Female,No,58.0,Yes,Entertainment,0.0,Low,1.0,Cat_6,D
466145.0,Female,No,77.0,Yes,Artist,1.0,Low,2.0,Cat_6,A
464604.0,Female,No,22.0,Yes,Artist,1.0,Low,4.0,Cat_6,B
466380.0,Male,No,42.0,No,Artist,5.0,Average,2.0,Cat_6,D
464922.0,Male,No,42.0,Yes,Entertainment,2.0,Low,3.0,Cat_6,C
466144.0,Female,No,37.0,Yes,Engineer,,Average,2.0,Cat_4,C
460139.0,Female,Yes,32.0,Yes,Artist,0.0,High,4.0,Cat_3,A
464949.0,Female,Yes,32.0,Yes,Artist,0.0,Average,4.0,Cat_6,B
463277.0,Male,Yes,28.0,No,Artist,1.0,Average,2.0,Cat_6,D
465973.0,Female,Yes,35.0,Yes,Artist,1.0,Low,1.0,Cat_6,C
463317.0,Male,No,36.0,No,Artist,0.0,Low,1.0,Cat_6,C
460117.0,Male,Yes,46.0,No,Lawyer,0.0,Low,4.0,,D
459611.0,Female,,37.0,Yes,Healthcare,,Average,6.0,Cat_6,D
467413.0,Female,No,69.0,Yes,Healthcare,8.0,High,5.0,Cat_4,D
467246.0,Female,Yes,47.0,No,Artist,9.0,Low,2.0,Cat_6,C
459848.0,Female,No,38.0,Yes,Artist,9.0,Average,3.0,,C
461789.0,Male,No,48.0,Yes,Artist,1.0,Low,8.0,Cat_6,B
462350.0,Female,Yes,32.0,No,Executive,0.0,Low,2.0,Cat_6,B
463037.0,Male,No,33.0,Yes,Healthcare,0.0,Average,4.0,Cat_2,C
460933.0,Male,Yes,37.0,Yes,Entertainment,1.0,High,,Cat_6,C
463396.0,Female,No,65.0,Yes,Artist,0.0,Low,2.0,Cat_3,B
460142.0,Male,Yes,32.0,Yes,Marketing,0.0,Average,2.0,Cat_6,D
465269.0,Female,Yes,50.0,No,Engineer,1.0,Average,2.0,Cat_6,C
467160.0,Female,Yes,36.0,No,Artist,,Low,2.0,Cat_6,B
462846.0,Female,Yes,27.0,Yes,Engineer,1.0,High,1.0,Cat_6,A
464299.0,Male,Yes,43.0,Yes,Entertainment,0.0,Low,3.0,Cat_6,C
464417.0,Male,Yes,31.0,No,Entertainment,6.0,Low,3.0,Cat_6,C
462433.0,Female,Yes,31.0,No,Doctor,0.0,Average,3.0,Cat_3,B
461898.0,Male,Yes,19.0,No,Doctor,1.0,High,2.0,Cat_6,A
459812.0,Female,Yes,25.0,Yes,Doctor,8.0,Low,4.0,Cat_6,C
466982.0,Male,Yes,66.0,Yes,Artist,4.0,Average,5.0,Cat_2,D
461521.0,Male,No,41.0,No,Executive,9.0,Low,1.0,Cat_6,D
461497.0,Male,No,66.0,Yes,Executive,0.0,Low,1.0,Cat_6,B
467649.0,Male,Yes,30.0,Yes,Doctor,,Low,2.0,Cat_6,B
463239.0,Male,Yes,41.0,No,Doctor,0.0,Low,3.0,Cat_6,A
460298.0,Male,Yes,36.0,No,Executive,1.0,Low,3.0,Cat_6,A
464885.0,Female,No,60.0,Yes,Artist,0.0,High,1.0,Cat_6,A
466555.0,Female,Yes,28.0,No,Engineer,0.0,Low,,Cat_3,C
460803.0,Male,Yes,23.0,No,Artist,3.0,Low,3.0,Cat_3,B
467086.0,Female,Yes,40.0,No,Healthcare,0.0,Low,4.0,Cat_6,C
464608.0,Female,No,56.0,Yes,Engineer,1.0,Low,1.0,Cat_6,A
464785.0,Male,No,38.0,No,Healthcare,6.0,Low,6.0,Cat_3,A
463930.0,Female,Yes,43.0,Yes,Engineer,8.0,Average,7.0,Cat_6,A
465884.0,Male,Yes,42.0,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
462667.0,Male,Yes,60.0,Yes,Entertainment,3.0,High,5.0,Cat_6,A
465573.0,Male,No,48.0,No,Artist,6.0,Average,4.0,Cat_6,A
466120.0,Male,Yes,68.0,Yes,Artist,13.0,Average,3.0,Cat_6,C
460830.0,Female,No,46.0,No,Doctor,1.0,Low,3.0,Cat_6,D
465841.0,Male,Yes,52.0,No,Entertainment,1.0,Low,2.0,Cat_3,C
463696.0,Male,Yes,27.0,No,Artist,1.0,Low,1.0,Cat_6,C
465899.0,Male,Yes,50.0,Yes,Artist,0.0,Average,,Cat_6,A
462172.0,Male,Yes,48.0,Yes,Entertainment,0.0,High,3.0,Cat_6,B
461878.0,Male,No,20.0,Yes,Healthcare,0.0,Average,1.0,Cat_6,C
459615.0,Male,No,42.0,No,Artist,1.0,Low,2.0,Cat_4,B
466636.0,Male,No,87.0,Yes,Entertainment,3.0,High,3.0,Cat_2,D
464715.0,Male,Yes,29.0,Yes,Executive,0.0,Low,1.0,Cat_3,A
462387.0,Female,Yes,48.0,No,Healthcare,0.0,Low,4.0,Cat_6,C
467299.0,Female,Yes,66.0,Yes,Healthcare,3.0,High,5.0,Cat_6,B
461726.0,Female,Yes,51.0,No,Artist,8.0,Low,3.0,Cat_6,B
466172.0,Female,Yes,47.0,No,Healthcare,0.0,Low,3.0,Cat_6,B
462356.0,Female,Yes,28.0,Yes,Artist,0.0,High,3.0,Cat_6,D
460331.0,Male,Yes,26.0,No,Healthcare,0.0,Average,2.0,Cat_6,B
459587.0,Male,Yes,70.0,Yes,Healthcare,1.0,Low,4.0,Cat_6,A
463551.0,Male,Yes,38.0,Yes,Artist,9.0,Low,1.0,Cat_6,B
459561.0,Male,No,80.0,Yes,Entertainment,9.0,High,6.0,Cat_6,A
463583.0,Male,,66.0,Yes,Entertainment,2.0,High,1.0,Cat_6,B
462663.0,Male,Yes,29.0,Yes,Artist,0.0,Low,2.0,Cat_6,C
467845.0,Female,Yes,53.0,Yes,Entertainment,0.0,Low,1.0,Cat_3,B
463274.0,Female,Yes,38.0,Yes,Marketing,,Average,2.0,Cat_6,A
460090.0,Female,Yes,25.0,Yes,Homemaker,2.0,Average,4.0,Cat_4,C
465387.0,Male,Yes,42.0,Yes,Artist,2.0,Low,1.0,Cat_6,B
462846.0,Female,Yes,51.0,No,Executive,1.0,Low,2.0,Cat_6,D
460485.0,Male,Yes,39.0,No,Healthcare,2.0,Low,1.0,Cat_6,B
461599.0,Male,No,51.0,Yes,Artist,1.0,Average,2.0,Cat_6,B
461283.0,Male,No,43.0,No,Engineer,1.0,Average,1.0,Cat_3,D
463045.0,Female,Yes,39.0,No,Entertainment,3.0,High,4.0,Cat_7,A
459414.0,Female,Yes,31.0,,Healthcare,1.0,High,4.0,Cat_4,C
466712.0,Male,No,31.0,Yes,Artist,1.0,Average,,Cat_6,C
459753.0,Male,Yes,27.0,No,Artist,1.0,Average,3.0,Cat_6,A
463071.0,Female,Yes,22.0,Yes,Artist,12.0,High,2.0,Cat_6,C
462514.0,Male,Yes,30.0,No,Artist,8.0,Low,4.0,Cat_6,C
459061.0,Female,Yes,26.0,Yes,Engineer,4.0,High,3.0,Cat_6,A
466521.0,Male,Yes,60.0,Yes,Doctor,0.0,Average,2.0,Cat_4,D
463188.0,Female,Yes,73.0,Yes,Lawyer,4.0,Low,4.0,Cat_6,C
460187.0,Female,Yes,33.0,Yes,Healthcare,1.0,High,4.0,Cat_6,C
466741.0,Female,No,35.0,Yes,Entertainment,0.0,Low,2.0,Cat_6,C
464604.0,Male,Yes,46.0,No,Lawyer,0.0,Low,3.0,Cat_3,B
460749.0,Female,Yes,53.0,Yes,Healthcare,0.0,Low,3.0,Cat_3,D
460060.0,Female,No,56.0,Yes,Marketing,8.0,Low,1.0,Cat_6,B
462891.0,Female,Yes,38.0,No,Artist,2.0,Low,2.0,Cat_1,D
462191.0,Male,No,39.0,No,Artist,1.0,Low,5.0,Cat_6,B
465289.0,Female,Yes,51.0,No,Artist,8.0,Low,3.0,Cat_6,D
460436.0,Female,Yes,18.0,Yes,Healthcare,9.0,Average,4.0,Cat_6,C
461395.0,Male,No,30.0,No,Healthcare,1.0,High,4.0,Cat_2,D
461985.0,Female,Yes,35.0,Yes,Artist,8.0,Average,2.0,Cat_6,D
462895.0,Male,Yes,84.0,No,Engineer,13.0,Low,2.0,Cat_6,B
460319.0,Male,No,27.0,Yes,Artist,10.0,High,1.0,Cat_6,D
459908.0,Male,No,19.0,Yes,Healthcare,2.0,Low,2.0,Cat_6,B
464179.0,Male,Yes,33.0,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
467581.0,Male,Yes,27.0,Yes,Healthcare,0.0,High,2.0,Cat_6,A
467482.0,Male,No,40.0,Yes,Healthcare,2.0,High,5.0,Cat_6,B
459369.0,Male,Yes,49.0,Yes,Engineer,1.0,Low,2.0,Cat_6,D
459309.0,Female,Yes,77.0,Yes,Homemaker,,Low,2.0,Cat_6,D
466512.0,Female,Yes,42.0,Yes,Engineer,0.0,Average,3.0,Cat_3,D
463944.0,Male,No,26.0,No,Artist,0.0,Low,2.0,Cat_6,C
460599.0,Female,No,33.0,Yes,Artist,,Low,4.0,Cat_6,A
467872.0,Male,No,31.0,Yes,Engineer,1.0,Low,2.0,Cat_6,D
460524.0,Male,No,39.0,Yes,Entertainment,1.0,Low,2.0,Cat_4,C
466087.0,Female,Yes,47.0,Yes,Artist,0.0,Low,3.0,Cat_4,A
461020.0,Male,No,71.0,Yes,Engineer,0.0,High,,Cat_6,D
463051.0,Male,,33.0,Yes,Artist,0.0,Low,4.0,Cat_6,A
460940.0,Female,No,79.0,Yes,Executive,4.0,Low,1.0,Cat_6,C
460456.0,Male,Yes,50.0,No,Artist,9.0,Average,3.0,Cat_6,D
461885.0,Female,Yes,43.0,No,Executive,8.0,Low,5.0,Cat_6,C
462181.0,Male,Yes,51.0,Yes,Marketing,13.0,Low,2.0,Cat_6,D
462360.0,Female,No,30.0,Yes,Doctor,13.0,Low,1.0,Cat_6,A
467575.0,Female,No,35.0,Yes,Marketing,11.0,Average,2.0,Cat_1,A
466894.0,Male,Yes,39.0,No,Executive,0.0,Low,4.0,Cat_6,A
459109.0,Female,Yes,20.0,Yes,Entertainment,5.0,Low,4.0,Cat_6,A
460157.0,Male,Yes,53.0,No,Artist,1.0,Low,4.0,Cat_6,B
459588.0,Female,Yes,39.0,Yes,Artist,0.0,Low,3.0,Cat_2,A
462038.0,Female,No,31.0,Yes,Healthcare,1.0,Low,4.0,Cat_6,B
462012.0,Male,Yes,36.0,Yes,Marketing,9.0,Low,1.0,Cat_6,A
467435.0,Male,No,20.0,No,Healthcare,0.0,Average,2.0,Cat_6,C
467510.0,Female,No,46.0,Yes,Doctor,1.0,Low,1.0,Cat_1,C
467682.0,Female,Yes,70.0,Yes,Artist,1.0,High,4.0,Cat_6,C
461540.0,Female,No,36.0,Yes,Engineer,0.0,Low,2.0,Cat_6,C
467020.0,Male,Yes,30.0,Yes,Marketing,0.0,Low,2.0,Cat_6,A
462621.0,Female,Yes,84.0,No,Executive,9.0,Low,4.0,Cat_4,D
459206.0,Male,Yes,48.0,Yes,Artist,1.0,Low,2.0,Cat_4,A
465426.0,Female,Yes,47.0,Yes,Entertainment,,Low,1.0,Cat_3,A
466253.0,Male,Yes,27.0,Yes,Artist,0.0,Low,3.0,Cat_6,C
466902.0,Female,No,59.0,Yes,Healthcare,1.0,Average,3.0,Cat_6,C
467882.0,Male,Yes,19.0,Yes,Doctor,3.0,Average,,Cat_6,C
464842.0,Male,No,42.0,Yes,Engineer,1.0,Low,6.0,Cat_3,B
464322.0,Male,No,56.0,Yes,Healthcare,8.0,High,2.0,Cat_6,D
459511.0,Male,No,31.0,Yes,Executive,,Average,4.0,Cat_3,D
467002.0,Male,Yes,43.0,Yes,Entertainment,5.0,Low,4.0,Cat_3,B
459319.0,Male,Yes,65.0,No,Healthcare,1.0,Low,5.0,Cat_6,B
467776.0,Female,No,28.0,Yes,Artist,,Average,3.0,Cat_6,B
459241.0,Male,No,31.0,Yes,Healthcare,1.0,Low,2.0,Cat_1,A
466655.0,Male,Yes,26.0,Yes,Artist,1.0,Average,1.0,Cat_4,A
463409.0,Female,Yes,28.0,No,Artist,9.0,High,4.0,Cat_4,B
459418.0,Male,No,31.0,Yes,,1.0,Low,3.0,Cat_4,B
467937.0,Female,Yes,33.0,No,Doctor,1.0,Low,,Cat_3,D
467422.0,Male,No,42.0,Yes,Doctor,1.0,High,2.0,Cat_6,A
462764.0,Female,No,38.0,No,Lawyer,,Low,5.0,Cat_6,A
461876.0,Male,Yes,48.0,No,Engineer,1.0,Average,2.0,Cat_6,A
461074.0,Male,Yes,20.0,Yes,Executive,0.0,High,5.0,Cat_6,D
460473.0,Male,Yes,71.0,No,Healthcare,1.0,Low,3.0,Cat_6,C
464992.0,Male,No,56.0,No,Entertainment,1.0,Low,1.0,Cat_6,A
462797.0,Male,Yes,43.0,Yes,Healthcare,2.0,Average,4.0,Cat_6,B
460989.0,Male,Yes,28.0,No,Executive,0.0,Low,1.0,Cat_6,B
464114.0,Female,No,43.0,Yes,Artist,8.0,Low,2.0,Cat_6,A
463240.0,Male,No,72.0,No,Executive,0.0,Average,1.0,Cat_4,A
464993.0,Female,No,43.0,No,Executive,3.0,Low,4.0,Cat_6,C
463818.0,Female,Yes,29.0,Yes,Artist,9.0,Low,3.0,Cat_6,D
462931.0,Female,Yes,68.0,No,Healthcare,11.0,Low,1.0,Cat_6,C
465504.0,Male,Yes,70.0,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
467394.0,Male,No,50.0,Yes,Engineer,0.0,Low,4.0,Cat_6,A
465224.0,Male,Yes,67.0,No,Doctor,,Low,2.0,Cat_6,B
461325.0,Female,No,50.0,Yes,Artist,1.0,Low,4.0,Cat_4,C
464316.0,Male,No,32.0,Yes,Entertainment,,Low,2.0,Cat_6,A
459883.0,Male,Yes,27.0,Yes,Engineer,0.0,Average,1.0,Cat_6,B
462673.0,Male,Yes,36.0,No,Marketing,9.0,Low,4.0,Cat_6,D
461377.0,Female,No,39.0,Yes,Artist,0.0,Low,2.0,Cat_6,D
463650.0,Male,Yes,28.0,No,Doctor,,High,3.0,Cat_7,C
462234.0,Male,No,52.0,Yes,Engineer,5.0,Low,1.0,Cat_4,A
461388.0,Male,Yes,55.0,No,Executive,6.0,Low,1.0,Cat_6,D
466789.0,Male,,38.0,No,Marketing,9.0,Low,2.0,Cat_6,C
462067.0,Male,Yes,39.0,Yes,Artist,,Low,2.0,Cat_6,B
467022.0,Female,Yes,37.0,Yes,Engineer,,Low,4.0,Cat_6,B
467602.0,Female,Yes,31.0,Yes,Executive,0.0,Average,4.0,Cat_6,C
467282.0,Female,Yes,26.0,Yes,Artist,,Average,4.0,Cat_7,A
463283.0,Male,Yes,18.0,Yes,Executive,1.0,Low,2.0,Cat_6,D
466937.0,Male,No,45.0,Yes,Engineer,,Low,3.0,Cat_6,C
462711.0,Male,No,59.0,Yes,Healthcare,0.0,Average,1.0,Cat_1,A
464980.0,Female,Yes,60.0,Yes,,,Low,3.0,Cat_6,C
463403.0,Male,No,22.0,Yes,Artist,0.0,Average,3.0,Cat_2,A
460979.0,Female,Yes,19.0,Yes,Lawyer,9.0,Average,1.0,Cat_6,A
